circuit,attack_type,noise_rate,num_qubits,original_depth,modified_depth,original_gates,modified_gates,tvd,prediction,anomaly_probability,risk_score,risk_level,status
cat_state_n4.qasm,multiple_gate_insertion,0.02,4,5,6,8,10,0.995,1,0.9949,99.49,HIGH,SUCCESS
cat_state_n4.qasm,normal,0.03,4,5,5,8,8,0.155,0,0.2612,26.12,LOW,SUCCESS
cat_state_n4.qasm,gate_insertion,0.03,4,5,6,8,9,0.985,1,0.9949,99.49,HIGH,SUCCESS
cat_state_n4.qasm,gate_deletion,0.03,4,5,4,8,7,0.535,1,0.9876,98.76,HIGH,SUCCESS
cat_state_n4.qasm,gate_substitution,0.03,4,5,5,8,8,0.48,1,0.9949,99.49,HIGH,SUCCESS
cat_state_n4.qasm,multiple_gate_insertion,0.03,4,5,6,8,10,0.16,1,0.9906,99.06,HIGH,SUCCESS
cat_state_n4.qasm,normal,0.04,4,5,5,8,8,0.165,0,0.4289,42.89,MEDIUM,SUCCESS
cat_state_n4.qasm,gate_insertion,0.04,4,5,5,8,9,0.99,1,0.9949,99.49,HIGH,SUCCESS
cat_state_n4.qasm,gate_deletion,0.04,4,5,3,8,7,0.6,1,0.9876,98.76,HIGH,SUCCESS
cat_state_n4.qasm,gate_substitution,0.04,4,5,5,8,8,0.43,1,0.9921,99.21,HIGH,SUCCESS
cat_state_n4.qasm,multiple_gate_insertion,0.04,4,5,6,8,10,0.955,1,0.9882,98.82,HIGH,SUCCESS
cat_state_n4.qasm,normal,0.05,4,5,5,8,8,0.245,1,0.6953,69.53,MEDIUM,SUCCESS
cat_state_n4.qasm,gate_insertion,0.05,4,5,5,8,9,0.92,1,0.9882,98.82,HIGH,SUCCESS
cat_state_n4.qasm,gate_deletion,0.05,4,5,3,8,7,0.485,1,0.9876,98.76,HIGH,SUCCESS
cat_state_n4.qasm,gate_substitution,0.05,4,5,5,8,8,0.455,1,0.995,99.5,HIGH,SUCCESS
cat_state_n4.qasm,multiple_gate_insertion,0.05,4,5,6,8,10,0.97,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,normal,0.005,2,5,5,7,7,0.04,0,0.0515,5.15,LOW,SUCCESS
deutsch_n2.qasm,gate_insertion,0.005,2,5,6,7,8,0.055,1,0.9906,99.06,HIGH,SUCCESS
deutsch_n2.qasm,gate_deletion,0.005,2,5,4,7,6,0.49,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_substitution,0.005,2,5,5,7,7,0.485,1,0.9957,99.57,HIGH,SUCCESS
deutsch_n2.qasm,multiple_gate_insertion,0.005,2,5,6,7,9,0.965,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,normal,0.01,2,5,5,7,7,0.135,0,0.2712,27.12,LOW,SUCCESS
deutsch_n2.qasm,gate_insertion,0.01,2,5,5,7,8,0.555,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_deletion,0.01,2,5,3,7,6,1.0,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_substitution,0.01,2,5,5,7,7,0.455,1,0.9869,98.69,HIGH,SUCCESS
deutsch_n2.qasm,multiple_gate_insertion,0.01,2,5,6,7,9,0.935,1,0.9957,99.57,HIGH,SUCCESS
deutsch_n2.qasm,normal,0.02,2,5,5,7,7,0.11,0,0.1058,10.58,LOW,SUCCESS
deutsch_n2.qasm,gate_insertion,0.02,2,5,5,7,8,0.1,1,0.916,91.6,HIGH,SUCCESS
deutsch_n2.qasm,gate_deletion,0.02,2,5,3,7,6,0.965,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_substitution,0.02,2,5,5,7,7,0.555,1,0.9957,99.57,HIGH,SUCCESS
deutsch_n2.qasm,multiple_gate_insertion,0.02,2,5,7,7,9,0.495,1,0.9953,99.53,HIGH,SUCCESS
deutsch_n2.qasm,normal,0.03,2,5,5,7,7,0.11,0,0.1058,10.58,LOW,SUCCESS
deutsch_n2.qasm,gate_insertion,0.03,2,5,5,7,8,0.14,1,0.9815,98.15,HIGH,SUCCESS
deutsch_n2.qasm,gate_deletion,0.03,2,5,4,7,6,0.53,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_substitution,0.03,2,5,5,7,7,0.47,1,0.9952,99.52,HIGH,SUCCESS
deutsch_n2.qasm,multiple_gate_insertion,0.03,2,5,7,7,9,0.56,1,0.9957,99.57,HIGH,SUCCESS
deutsch_n2.qasm,normal,0.04,2,5,5,7,7,0.115,0,0.123,12.3,LOW,SUCCESS
deutsch_n2.qasm,gate_insertion,0.04,2,5,6,7,8,0.825,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_deletion,0.04,2,5,5,7,6,0.495,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_substitution,0.04,2,5,5,7,7,0.495,1,0.9953,99.53,HIGH,SUCCESS
deutsch_n2.qasm,multiple_gate_insertion,0.04,2,5,6,7,9,0.495,1,0.9953,99.53,HIGH,SUCCESS
deutsch_n2.qasm,normal,0.05,2,5,5,7,7,0.11,0,0.1058,10.58,LOW,SUCCESS
deutsch_n2.qasm,gate_insertion,0.05,2,5,6,7,8,0.825,1,0.9952,99.52,HIGH,SUCCESS
deutsch_n2.qasm,gate_deletion,0.05,2,5,4,7,6,0.5,1,0.9882,98.82,HIGH,SUCCESS
deutsch_n2.qasm,gate_substitution,0.05,2,5,5,7,7,0.095,1,0.912,91.2,HIGH,SUCCESS
deutsch_n2.qasm,multiple_gate_insertion,0.05,2,5,7,7,9,0.115,1,0.9524,95.24,HIGH,SUCCESS
dnn_n2.qasm,normal,0.005,2,155,155,228,228,0.24,0,0.4744,47.44,MEDIUM,SUCCESS
dnn_n2.qasm,gate_insertion,0.005,2,155,156,228,229,0.39,1,0.9701,97.01,HIGH,SUCCESS
dnn_n2.qasm,gate_deletion,0.005,2,155,154,228,227,0.26,1,0.5243,52.43,MEDIUM,SUCCESS
dnn_n2.qasm,gate_substitution,0.005,2,155,155,228,228,0.315,1,0.7168,71.68,HIGH,SUCCESS
dnn_n2.qasm,multiple_gate_insertion,0.005,2,155,156,228,230,0.38,1,0.9704,97.04,HIGH,SUCCESS
dnn_n2.qasm,normal,0.01,2,155,155,228,228,0.345,1,0.7841,78.41,HIGH,SUCCESS
dnn_n2.qasm,gate_insertion,0.01,2,155,156,228,229,0.275,1,0.9779,97.79,HIGH,SUCCESS
dnn_n2.qasm,gate_deletion,0.01,2,155,153,228,227,0.3,1,0.6993,69.93,MEDIUM,SUCCESS
dnn_n2.qasm,gate_substitution,0.01,2,155,155,228,228,0.425,1,0.8679,86.79,HIGH,SUCCESS
dnn_n2.qasm,multiple_gate_insertion,0.01,2,155,156,228,230,0.245,1,0.979,97.9,HIGH,SUCCESS
dnn_n2.qasm,normal,0.02,2,155,155,228,228,0.34,1,0.6922,69.22,MEDIUM,SUCCESS
dnn_n2.qasm,gate_insertion,0.02,2,155,156,228,229,0.33,1,0.9713,97.13,HIGH,SUCCESS
dnn_n2.qasm,gate_deletion,0.02,2,155,154,228,227,0.435,1,0.8758,87.58,HIGH,SUCCESS
dnn_n2.qasm,gate_substitution,0.02,2,155,155,228,228,0.425,1,0.8787,87.87,HIGH,SUCCESS
dnn_n2.qasm,multiple_gate_insertion,0.02,2,155,156,228,230,0.405,1,0.9761,97.61,HIGH,SUCCESS
dnn_n2.qasm,normal,0.03,2,155,155,228,228,0.395,1,0.8679,86.79,HIGH,SUCCESS
dnn_n2.qasm,gate_insertion,0.03,2,155,156,228,229,0.445,1,0.8721,87.21,HIGH,SUCCESS
dnn_n2.qasm,gate_deletion,0.03,2,155,155,228,227,0.435,1,0.8758,87.58,HIGH,SUCCESS
dnn_n2.qasm,gate_substitution,0.03,2,155,155,228,228,0.355,1,0.7841,78.41,HIGH,SUCCESS
dnn_n2.qasm,multiple_gate_insertion,0.03,2,155,156,228,230,0.39,1,0.9701,97.01,HIGH,SUCCESS
dnn_n2.qasm,normal,0.04,2,155,155,228,228,0.365,1,0.8047,80.47,HIGH,SUCCESS
dnn_n2.qasm,gate_insertion,0.04,2,155,156,228,229,0.285,1,0.9732,97.32,HIGH,SUCCESS
dnn_n2.qasm,gate_deletion,0.04,2,155,153,228,227,0.35,1,0.7898,78.98,HIGH,SUCCESS
dnn_n2.qasm,gate_substitution,0.04,2,155,155,228,228,0.365,1,0.8196,81.96,HIGH,SUCCESS
dnn_n2.qasm,multiple_gate_insertion,0.04,2,155,157,228,230,0.435,1,0.9795,97.95,HIGH,SUCCESS
dnn_n2.qasm,normal,0.05,2,155,155,228,228,0.385,1,0.8047,80.47,HIGH,SUCCESS
dnn_n2.qasm,gate_insertion,0.05,2,155,156,228,229,0.32,1,0.6922,69.22,MEDIUM,SUCCESS
dnn_n2.qasm,gate_deletion,0.05,2,155,155,228,227,0.27,0,0.4694,46.94,MEDIUM,SUCCESS
dnn_n2.qasm,gate_substitution,0.05,2,155,155,228,228,0.415,1,0.9797,97.97,HIGH,SUCCESS
dnn_n2.qasm,multiple_gate_insertion,0.05,2,155,156,228,230,0.3,1,0.9679,96.79,HIGH,SUCCESS
dnn_n8.qasm,normal,0.005,8,173,173,1016,1016,0.715,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_insertion,0.005,8,173,174,1016,1017,0.72,1,0.9113,91.13,HIGH,SUCCESS
dnn_n8.qasm,gate_deletion,0.005,8,173,173,1016,1015,0.745,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_substitution,0.005,8,173,173,1016,1016,0.775,0,0.3675,36.75,MEDIUM,SUCCESS
dnn_n8.qasm,multiple_gate_insertion,0.005,8,173,174,1016,1018,0.75,1,0.9947,99.47,HIGH,SUCCESS
dnn_n8.qasm,normal,0.01,8,173,173,1016,1016,0.775,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_insertion,0.01,8,173,174,1016,1017,0.74,1,0.9849,98.49,HIGH,SUCCESS
dnn_n8.qasm,gate_deletion,0.01,8,173,173,1016,1015,0.765,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_substitution,0.01,8,173,173,1016,1016,0.77,1,0.7269,72.69,HIGH,SUCCESS
dnn_n8.qasm,multiple_gate_insertion,0.01,8,173,174,1016,1018,0.745,1,0.9871,98.71,HIGH,SUCCESS
dnn_n8.qasm,normal,0.02,8,173,173,1016,1016,0.75,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_insertion,0.02,8,173,174,1016,1017,0.745,1,0.9849,98.49,HIGH,SUCCESS
dnn_n8.qasm,gate_deletion,0.02,8,173,173,1016,1015,0.755,1,0.8847,88.47,HIGH,SUCCESS
dnn_n8.qasm,gate_substitution,0.02,8,173,173,1016,1016,0.8,1,0.7513,75.13,HIGH,SUCCESS
dnn_n8.qasm,multiple_gate_insertion,0.02,8,173,174,1016,1018,0.805,1,0.9871,98.71,HIGH,SUCCESS
dnn_n8.qasm,normal,0.03,8,173,173,1016,1016,0.775,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_insertion,0.03,8,173,174,1016,1017,0.79,1,0.9259,92.59,HIGH,SUCCESS
dnn_n8.qasm,gate_deletion,0.03,8,173,173,1016,1015,0.79,1,0.8847,88.47,HIGH,SUCCESS
dnn_n8.qasm,gate_substitution,0.03,8,173,173,1016,1016,0.755,1,0.9799,97.99,HIGH,SUCCESS
dnn_n8.qasm,multiple_gate_insertion,0.03,8,173,174,1016,1018,0.785,1,0.9871,98.71,HIGH,SUCCESS
dnn_n8.qasm,normal,0.04,8,173,173,1016,1016,0.795,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_insertion,0.04,8,173,174,1016,1017,0.775,1,0.9259,92.59,HIGH,SUCCESS
dnn_n8.qasm,gate_deletion,0.04,8,173,173,1016,1015,0.825,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_substitution,0.04,8,173,173,1016,1016,0.795,1,0.8944,89.44,HIGH,SUCCESS
dnn_n8.qasm,multiple_gate_insertion,0.04,8,173,174,1016,1018,0.805,1,0.9871,98.71,HIGH,SUCCESS
dnn_n8.qasm,normal,0.05,8,173,173,1016,1016,0.76,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_insertion,0.05,8,173,174,1016,1017,0.73,1,0.9849,98.49,HIGH,SUCCESS
dnn_n8.qasm,gate_deletion,0.05,8,173,173,1016,1015,0.785,0,0.3228,32.28,MEDIUM,SUCCESS
dnn_n8.qasm,gate_substitution,0.05,8,173,173,1016,1016,0.755,1,0.7269,72.69,HIGH,SUCCESS
dnn_n8.qasm,multiple_gate_insertion,0.05,8,173,175,1016,1018,0.77,1,0.9947,99.47,HIGH,SUCCESS
error_correctiond3_n5.qasm,normal,0.005,5,78,78,119,119,0.3,0,0.362,36.2,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,gate_insertion,0.005,5,78,79,119,120,0.79,1,0.9368,93.68,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_deletion,0.005,5,78,78,119,118,0.31,0,0.362,36.2,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,gate_substitution,0.005,5,78,78,119,119,0.355,1,0.9507,95.07,HIGH,SUCCESS
error_correctiond3_n5.qasm,multiple_gate_insertion,0.005,5,78,79,119,121,0.575,1,0.9813,98.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,normal,0.01,5,78,78,119,119,0.455,1,0.6685,66.85,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,gate_insertion,0.01,5,78,78,119,120,0.625,1,0.9368,93.68,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_deletion,0.01,5,78,78,119,118,0.495,1,0.7113,71.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_substitution,0.01,5,78,78,119,119,0.505,1,0.6924,69.24,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,multiple_gate_insertion,0.01,5,78,79,119,121,0.405,1,0.5235,52.35,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,normal,0.02,5,78,78,119,119,0.5,1,0.7113,71.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_insertion,0.02,5,78,78,119,120,0.495,1,0.711,71.1,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_deletion,0.02,5,78,78,119,118,0.52,1,0.7113,71.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_substitution,0.02,5,78,78,119,119,0.49,1,0.6924,69.24,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,multiple_gate_insertion,0.02,5,78,79,119,121,0.47,1,0.6682,66.82,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,normal,0.03,5,78,78,119,119,0.52,1,0.7113,71.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_insertion,0.03,5,78,78,119,120,0.48,1,0.9306,93.06,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_deletion,0.03,5,78,78,119,118,0.49,1,0.7113,71.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_substitution,0.03,5,78,78,119,119,0.52,1,0.9796,97.96,HIGH,SUCCESS
error_correctiond3_n5.qasm,multiple_gate_insertion,0.03,5,78,78,119,121,0.49,1,0.9384,93.84,HIGH,SUCCESS
error_correctiond3_n5.qasm,normal,0.04,5,78,78,119,119,0.48,1,0.6685,66.85,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,gate_insertion,0.04,5,78,78,119,120,0.525,1,0.9813,98.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_deletion,0.04,5,78,77,119,118,0.45,1,0.8631,86.31,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_substitution,0.04,5,78,78,119,119,0.545,1,0.6924,69.24,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,multiple_gate_insertion,0.04,5,78,78,119,121,0.555,1,0.9384,93.84,HIGH,SUCCESS
error_correctiond3_n5.qasm,normal,0.05,5,78,78,119,119,0.545,1,0.7113,71.13,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_insertion,0.05,5,78,79,119,120,0.53,1,0.711,71.1,HIGH,SUCCESS
error_correctiond3_n5.qasm,gate_deletion,0.05,5,78,78,119,118,0.42,1,0.5238,52.38,MEDIUM,SUCCESS
error_correctiond3_n5.qasm,gate_substitution,0.05,5,78,78,119,119,0.54,1,0.9331,93.31,HIGH,SUCCESS
error_correctiond3_n5.qasm,multiple_gate_insertion,0.05,5,78,78,119,121,0.57,1,0.9813,98.13,HIGH,SUCCESS
fredkin_n3.qasm,normal,0.005,3,12,12,22,22,0.07,0,0.0512,5.12,LOW,SUCCESS
fredkin_n3.qasm,gate_insertion,0.005,3,12,13,22,23,0.575,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_deletion,0.005,3,12,12,22,21,0.245,1,0.5683,56.83,MEDIUM,SUCCESS
fredkin_n3.qasm,gate_substitution,0.005,3,12,12,22,22,0.2,0,0.2584,25.84,LOW,SUCCESS
fredkin_n3.qasm,multiple_gate_insertion,0.005,3,12,14,22,24,0.99,1,0.9933,99.33,HIGH,SUCCESS
fredkin_n3.qasm,normal,0.01,3,12,12,22,22,0.16,0,0.1403,14.03,LOW,SUCCESS
fredkin_n3.qasm,gate_insertion,0.01,3,12,12,22,23,0.595,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_deletion,0.01,3,12,12,22,21,0.6,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_substitution,0.01,3,12,12,22,22,0.13,1,0.9736,97.36,HIGH,SUCCESS
fredkin_n3.qasm,multiple_gate_insertion,0.01,3,12,13,22,24,0.975,1,0.9925,99.25,HIGH,SUCCESS
fredkin_n3.qasm,normal,0.02,3,12,12,22,22,0.285,1,0.5551,55.51,MEDIUM,SUCCESS
fredkin_n3.qasm,gate_insertion,0.02,3,12,12,22,23,0.99,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_deletion,0.02,3,12,12,22,21,0.375,1,0.9257,92.57,HIGH,SUCCESS
fredkin_n3.qasm,gate_substitution,0.02,3,12,12,22,22,0.605,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,multiple_gate_insertion,0.02,3,12,13,22,24,0.775,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,normal,0.03,3,12,12,22,22,0.405,1,0.9531,95.31,HIGH,SUCCESS
fredkin_n3.qasm,gate_insertion,0.03,3,12,12,22,23,0.98,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_deletion,0.03,3,12,12,22,21,0.905,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_substitution,0.03,3,12,12,22,22,0.985,1,0.9925,99.25,HIGH,SUCCESS
fredkin_n3.qasm,multiple_gate_insertion,0.03,3,12,13,22,24,0.935,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,normal,0.04,3,12,12,22,22,0.375,1,0.9257,92.57,HIGH,SUCCESS
fredkin_n3.qasm,gate_insertion,0.04,3,12,13,22,23,0.895,1,0.9925,99.25,HIGH,SUCCESS
fredkin_n3.qasm,gate_deletion,0.04,3,12,12,22,21,0.385,1,0.9287,92.87,HIGH,SUCCESS
fredkin_n3.qasm,gate_substitution,0.04,3,12,12,22,22,0.73,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,multiple_gate_insertion,0.04,3,12,14,22,24,0.875,1,0.9973,99.73,HIGH,SUCCESS
fredkin_n3.qasm,normal,0.05,3,12,12,22,22,0.51,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_insertion,0.05,3,12,13,22,23,0.56,1,0.9933,99.33,HIGH,SUCCESS
fredkin_n3.qasm,gate_deletion,0.05,3,12,12,22,21,0.875,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,gate_substitution,0.05,3,12,12,22,22,0.935,1,0.9817,98.17,HIGH,SUCCESS
fredkin_n3.qasm,multiple_gate_insertion,0.05,3,12,14,22,24,0.665,1,0.9933,99.33,HIGH,SUCCESS
grover_n2.qasm,normal,0.005,2,12,12,18,18,0.03,0,0.0494,4.94,LOW,SUCCESS
grover_n2.qasm,gate_insertion,0.005,2,12,12,18,19,0.52,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,gate_deletion,0.005,2,12,12,18,17,0.04,0,0.0494,4.94,LOW,SUCCESS
grover_n2.qasm,gate_substitution,0.005,2,12,12,18,18,0.495,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,multiple_gate_insertion,0.005,2,12,13,18,20,0.04,0,0.3428,34.28,MEDIUM,SUCCESS
grover_n2.qasm,normal,0.01,2,12,12,18,18,0.11,0,0.1019,10.19,LOW,SUCCESS
grover_n2.qasm,gate_insertion,0.01,2,12,13,18,19,0.945,1,0.9945,99.45,HIGH,SUCCESS
grover_n2.qasm,gate_deletion,0.01,2,12,11,18,17,0.56,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,gate_substitution,0.01,2,12,12,18,18,0.525,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,multiple_gate_insertion,0.01,2,12,14,18,20,0.085,1,0.9972,99.72,HIGH,SUCCESS
grover_n2.qasm,normal,0.02,2,12,12,18,18,0.2,0,0.4982,49.82,MEDIUM,SUCCESS
grover_n2.qasm,gate_insertion,0.02,2,12,13,18,19,0.245,1,0.9893,98.93,HIGH,SUCCESS
grover_n2.qasm,gate_deletion,0.02,2,12,12,18,17,0.535,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,gate_substitution,0.02,2,12,12,18,18,0.57,1,0.9946,99.46,HIGH,SUCCESS
grover_n2.qasm,multiple_gate_insertion,0.02,2,12,14,18,20,0.21,1,0.9936,99.36,HIGH,SUCCESS
grover_n2.qasm,normal,0.03,2,12,12,18,18,0.255,1,0.6587,65.87,MEDIUM,SUCCESS
grover_n2.qasm,gate_insertion,0.03,2,12,12,18,19,0.89,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,gate_deletion,0.03,2,12,11,18,17,0.555,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,gate_substitution,0.03,2,12,12,18,18,0.565,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,multiple_gate_insertion,0.03,2,12,13,18,20,0.9,1,0.9966,99.66,HIGH,SUCCESS
grover_n2.qasm,normal,0.04,2,12,12,18,18,0.295,1,0.8817,88.17,HIGH,SUCCESS
grover_n2.qasm,gate_insertion,0.04,2,12,13,18,19,0.335,1,0.9845,98.45,HIGH,SUCCESS
grover_n2.qasm,gate_deletion,0.04,2,12,11,18,17,0.9,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,gate_substitution,0.04,2,12,12,18,18,0.62,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,multiple_gate_insertion,0.04,2,12,13,18,20,0.635,1,0.9971,99.71,HIGH,SUCCESS
grover_n2.qasm,normal,0.05,2,12,12,18,18,0.37,1,0.9418,94.18,HIGH,SUCCESS
grover_n2.qasm,gate_insertion,0.05,2,12,13,18,19,0.84,1,0.9945,99.45,HIGH,SUCCESS
grover_n2.qasm,gate_deletion,0.05,2,12,12,18,17,0.595,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,gate_substitution,0.05,2,12,12,18,18,0.7,1,0.9866,98.66,HIGH,SUCCESS
grover_n2.qasm,multiple_gate_insertion,0.05,2,12,13,18,20,0.925,1,0.9916,99.16,HIGH,SUCCESS
hhl_n10.qasm,normal,0.005,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_insertion,0.005,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_deletion,0.005,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_substitution,0.005,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,multiple_gate_insertion,0.005,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,normal,0.01,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_insertion,0.01,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_deletion,0.01,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_substitution,0.01,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,multiple_gate_insertion,0.01,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,normal,0.02,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_insertion,0.02,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_deletion,0.02,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_substitution,0.02,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,multiple_gate_insertion,0.02,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,normal,0.03,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_insertion,0.03,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_deletion,0.03,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_substitution,0.03,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,multiple_gate_insertion,0.03,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,normal,0.04,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_insertion,0.04,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_deletion,0.04,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_substitution,0.04,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,multiple_gate_insertion,0.04,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,normal,0.05,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_insertion,0.05,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_deletion,0.05,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n10.qasm,gate_substitution,0.05,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
